place;username;date;text;permalink
7d62cffe6f98f349;dilipkumar130;2016-11-02 02:43;"@realDonaldTrump #VoteTrumpPence16 Please check out my post titled "The Trump Presidency" and share with others: https://www. linkedin.com/pulse/trump-pr esidency-dilip-kumar …";https://twitter.com/dilipkumar130/status/793629636642996224
7d62cffe6f98f349;rmedina1476;2016-11-02 02:19;"In listening to @realDonaldTrump on the issues, I've come to the conclusion that he has no working knowledge of construction either.";https://twitter.com/rmedina1476/status/793623454004056064
7d62cffe6f98f349;NewmanJustice07;2016-11-02 01:01;"@piersmorgan @realDonaldTrump pic.twitter.com/n3NXPz0viU";https://twitter.com/NewmanJustice07/status/793603794030387200
7d62cffe6f98f349;terracotta05;2016-11-01 22:23;"JuantakeUR Blinders off.Do U honestly trust thatHRChas been above board? @TheFive @realDonaldTrump @Judgenap @JudgeJeanine @RealBenCarson pic.twitter.com/Co9bPwOdD4";https://twitter.com/terracotta05/status/793564268041908224
7d62cffe6f98f349;LincolnFresno;2016-11-01 20:49;"So Alicia Machado is going to vote to "make America Venezuela again"! @realDonaldTrump";https://twitter.com/LincolnFresno/status/793540516004503553
7d62cffe6f98f349;EMCP_;2016-11-01 18:18;"I'm just rolling with tears of laughter @iamsambee , thank you @realDonaldTrump https://www. youtube.com/watch?v=7LFkN7 QGp2c …";https://twitter.com/EMCP_/status/793502574439649280
7d62cffe6f98f349;terracotta05;2016-11-01 14:15;"@lawbarrett55 @mike_pence @realDonaldTrump @seanhannity @newtgingrich @GovMikeHuckabee @MayorRGiuliani @RealBenCarson God is ️4 pic.twitter.com/rkwERAKrIY";https://twitter.com/terracotta05/status/793441335743176706
7d62cffe6f98f349;david_baer;2016-11-01 13:33;"@xGooN187x @xTranceFanatic ha! Yeah right!! @realDonaldTrump is the tool going on trial twice after the election for rape & fraud.";https://twitter.com/david_baer/status/793430865216929792
7d62cffe6f98f349;scottbudman;2016-11-01 03:41;"Tech & Politics: Peter Thiel talks about his support of @realDonaldTrump http:// tinyurl.com/goeb2z6";https://twitter.com/scottbudman/status/793281763858456576
7d62cffe6f98f349;ESKVPVDE;2016-11-01 03:39;"I'm talented @realDonaldTrump pic.twitter.com/cPmnzPTOuW";https://twitter.com/ESKVPVDE/status/793281163825524736
7d62cffe6f98f349;dilipkumar130;2016-11-01 02:35;"@realDonaldTrump campaigning for Mr. Trump in Silicon Valley #DrainTheSwamp #MAGA #ImWithYou #AmericaFirst #CrookedHillary #TrumpLive pic.twitter.com/NVkkkaGqoj";https://twitter.com/dilipkumar130/status/793265102258446336
7d62cffe6f98f349;EMCP_;2016-11-01 01:52;"@karaswisher did @peterthiel ever comment on the lack of @realDonaldTrump 's tax returns? How this acceptable is beyond me..";https://twitter.com/EMCP_/status/793254256807518208
7d62cffe6f98f349;godIevel;2016-11-01 00:35;"@redcbw @PorningtonPost @Evanstonexxx @iluvchanell_ @realDonaldTrump straight fucking wilding";https://twitter.com/godIevel/status/793235093800128516
7d62cffe6f98f349;terracotta05;2016-10-31 20:17;"@DineshDSouza @realDonaldTrump @HardballChris @seanhannity Matthews will feel as bad as this guy looks. Trump/Pence Victory pic.twitter.com/x9SWVHWTIK";https://twitter.com/terracotta05/status/793170013771272193
7d62cffe6f98f349;terracotta05;2016-10-31 17:20;"WhenWILL U SPKup&protect CHRISTIANS? @WakeUpNowEurope @realDonaldTrump @MayorRGiuliani @GovMikeHuckabee @USCCB @BishopSansaricq @Pontifex";https://twitter.com/terracotta05/status/793125459366064129
7d62cffe6f98f349;terracotta05;2016-10-31 17:17;"@WakeUpNowEurope @realDonaldTrump @MayorRGiuliani @GovMikeHuckabee @USCCB @BishopSansaricq @Pontifex I'm U ldrs DO NOT PROTECT SPEAK";https://twitter.com/terracotta05/status/793124639169843202
7d62cffe6f98f349;terracotta05;2016-10-31 17:07;"U DJTknew there had2 another direction2get this back on track& bring back to Her Glory "A WIN 4 DJT is a win 4 " @realDonaldTrump pic.twitter.com/tiCDo4DoHi";https://twitter.com/terracotta05/status/793122265659420673
7d62cffe6f98f349;terracotta05;2016-10-31 17:00;"Thank U DJT4 lancing the leftist/infected political wound that is killing It TakesCOURAGE,TENACITY&TRUTH.Grateful @realDonaldTrump pic.twitter.com/weNdaiSjOl";https://twitter.com/terracotta05/status/793120453984329728
7d62cffe6f98f349;terracotta05;2016-10-31 16:31;"@DineshDSouza @realDonaldTrump Vladimir Lenin"Give me 4 years 2 teach the children and the seed I've sown will never be uprooted"Sad";https://twitter.com/terracotta05/status/793113063691923456
7d62cffe6f98f349;terracotta05;2016-10-31 12:29;"@PrisonPlanet @vutsup @realDonaldTrump @MayorRGiuliani @newtgingrich @GovMikeHuckabee @SebGorka She is a sick mental,narcissistic creature pic.twitter.com/idESu2b5pt";https://twitter.com/terracotta05/status/793052290370248704
7d62cffe6f98f349;terracotta05;2016-10-31 12:25;"@LouDobbs @Ellen71692289 @DanScavino @realDonaldTrump Thank God4TRUMP bcs he opened infected puss oozing political wound that is killing pic.twitter.com/fKOUoNYkVm";https://twitter.com/terracotta05/status/793051172634361856
7d62cffe6f98f349;terracotta05;2016-10-31 12:17;"Stop,arrest Soros4 his anti-American antics.DEPORT THIS SCUMBAG @realDonaldTrump @JamesComeyFBI @Judgenap @JudgeJeanine @MayorRGiuliani pic.twitter.com/Kp4EMHeIBv";https://twitter.com/terracotta05/status/793049163378282496
7d62cffe6f98f349;terracotta05;2016-10-31 12:09;"@Pamela_Moore13 @Funny_Girl_1956 @realDonaldTrump @JamesComeyFBI @Judgenap @JudgeJeanine @MayorRGiuliani Comey,DO URjob4 God's sakes pic.twitter.com/vCmPNfZoev";https://twitter.com/terracotta05/status/793047359873650688
7d62cffe6f98f349;terracotta05;2016-10-31 11:53;"@AlyLovesMovies @tony_Brooklyn54 @DickMorrisTweet @realDonaldTrump @jasoninthehouse @JudgeJeanine @Judgenap Morris,finallyU spk up TRUMP pic.twitter.com/1rHBqpbSPU";https://twitter.com/terracotta05/status/793043232783347713
7d62cffe6f98f349;terracotta05;2016-10-31 03:35;"@Patriot_Girl_TX @TeamTrump @hrtablaze @ThePowersThatBe @directorblue @LouDobbs @realDonaldTrump @MayorRGiuliani @TGowdySC @jasoninthehouse pic.twitter.com/ubcQl3qegG";https://twitter.com/terracotta05/status/792917902345117698
7d62cffe6f98f349;terracotta05;2016-10-31 01:22;"@2ALAW @winegirl73 @realDonaldTrump @MayorRGiuliani @TGowdySC @jasoninthehouse @JudgeJeanine @Judgenap We must get back2common sense4 pic.twitter.com/eDPGgrk5CH";https://twitter.com/terracotta05/status/792884452389105664
7d62cffe6f98f349;KimJobke;2016-10-31 01:03;"@SpeakerRyan @realDonaldTrump @ARnews1936 The difference between Ryan and the IDIOT TRUMP...Ryan has morals and cares.. I'm proud of Ryan!! https:// twitter.com/arnews1936/sta tus/792872296784465920 …";https://twitter.com/KimJobke/status/792879535238680576
