place;username;date;text;permalink
c3f37afa9efcf94b;austinntx2016;2016-11-14 01:43;"@realDonaldTrump Lets be clear Donald you did NOT win the popular vote that must string !!";https://twitter.com/austinntx2016/status/797963244514197504
c3f37afa9efcf94b;Rictracee;2016-11-14 01:43;"the MSM is stoking all this racial divisive shit... THIS IS STAGED by the establishment, they still trying to fight @realDonaldTrump";https://twitter.com/Rictracee/status/797963222590623744
c3f37afa9efcf94b;austinntx2016;2016-11-14 01:41;"@realDonaldTrump Yeah by lying to your supporters and the American people- it's in your DNA #compulsive liar.";https://twitter.com/austinntx2016/status/797962664362278913
c3f37afa9efcf94b;gmworboys;2016-11-14 00:28;"#safetypin my pins... @realDonaldTrump pic.twitter.com/JXLdB9vPk2";https://twitter.com/gmworboys/status/797944369521135617
c3f37afa9efcf94b;artiegold;2016-11-13 22:52;"@davidaxelrod @Reince @realDonaldTrump This is straight normalization stuff. And *that* is the deepest concern.";https://twitter.com/artiegold/status/797920065643548672
c3f37afa9efcf94b;artiegold;2016-11-13 22:51;"@davidaxelrod @Reince @realDonaldTrump Must differ with you here. He'd be less dangerous as CoS, more constrained.";https://twitter.com/artiegold/status/797919797153595392
c3f37afa9efcf94b;elizabird;2016-11-13 22:35;"@realDonaldTrump no.";https://twitter.com/elizabird/status/797915832198119424
c3f37afa9efcf94b;quipleader;2016-11-13 22:07;"@KellyannePolls @SenatorReid @realDonaldTrump your troll candidate tweeted in 2012 for protest after @BarackObama won popular and electoral";https://twitter.com/quipleader/status/797908720541831169
c3f37afa9efcf94b;Think1025;2016-11-13 21:53;"@realDonaldTrump @nytimes count me in as a brand new subscriber to a great paper. Keep up the good work. #FirstAmendment";https://twitter.com/Think1025/status/797905289467006976
c3f37afa9efcf94b;Mcnst;2016-11-13 20:35;"Great full victory speech, @realDonaldTrump ! #NoMoreWars #NoTPP #MyPresident #MAGA https://www. youtube.com/watch?v=pMgjwB gCZIw … via @CBCNews";https://twitter.com/Mcnst/status/797885592851902464
c3f37afa9efcf94b;Praise4Kek;2016-11-13 20:01;"@ANOMALY1 @jrl3_2grls @DanScavino @realDonaldTrump BUILD THAT WALL!!!";https://twitter.com/Praise4Kek/status/797877125005058048
c3f37afa9efcf94b;PetsVoteToo;2016-11-13 19:59;"@realDonaldTrump Shouldn't you be in church? https:// twitter.com/realDonaldTrum p/status/797873313561198593 …";https://twitter.com/PetsVoteToo/status/797876461097000961
c3f37afa9efcf94b;Bbhamani;2016-11-13 18:50;"Allow me to jog your memory ... #NotMyPresident http://www. huffingtonpost.com/entry/donald-t rump-nuclear-weapons_us_5828903be4b0c4b63b0d1c7d … @realDonaldTrump @nytimes";https://twitter.com/Bbhamani/status/797859086691868673
c3f37afa9efcf94b;DebraDianeParr;2016-11-13 18:44;"Cindy should meet with @realDonaldTrump ! https:// twitter.com/richardtburnet t/status/797629469238394880 …";https://twitter.com/DebraDianeParr/status/797857779897733121
c3f37afa9efcf94b;beverlyray123;2016-11-13 18:30;"@realDonaldTrump please get the water fixed in Flint, Michigan. Why isn't this fixed by now.";https://twitter.com/beverlyray123/status/797854248914587649
c3f37afa9efcf94b;mjmblackburn;2016-11-13 18:16;"@realDonaldTrump @60Minutes in that interview you said you would ease off Twitter. I guess that was another lie.";https://twitter.com/mjmblackburn/status/797850634577936384
c3f37afa9efcf94b;Praise4Kek;2016-11-13 18:04;"@FarhanKVirk @deplorablemax1 @realDonaldTrump TPP would have been a great idea. So would starting a war with Russia for alleged hacking! Hmm";https://twitter.com/Praise4Kek/status/797847495653130241
c3f37afa9efcf94b;Praise4Kek;2016-11-13 18:02;"@ManLikeWatson @realDonaldTrump @nytimes you're very sad he is President Elect, must be crying and lashing out like an infant";https://twitter.com/Praise4Kek/status/797847093817831424
c3f37afa9efcf94b;PetsVoteToo;2016-11-13 17:56;"@realDonaldTrump "I will never lie to you." https:// twitter.com/Olivianuzzi/st atus/797844135537508354 …";https://twitter.com/PetsVoteToo/status/797845717826105346
c3f37afa9efcf94b;mjmblackburn;2016-11-13 17:50;"@realDonaldTrump @nytimes you are the most dishonest person out there.";https://twitter.com/mjmblackburn/status/797843993623203841
c3f37afa9efcf94b;mjmblackburn;2016-11-13 17:49;"@realDonaldTrump it won't change because you are an evil person and there is a lot to report on.";https://twitter.com/mjmblackburn/status/797843777348136960
c3f37afa9efcf94b;BendiniLambert;2016-11-13 17:46;"@realDonaldTrump @60Minutes damnit guess this means I'll not be watching 60 minutes this week";https://twitter.com/BendiniLambert/status/797843172638490625
c3f37afa9efcf94b;texastealeaf;2016-11-13 17:26;"@realDonaldTrump and dangit, those of us in the working middle class NEED you to make a change. That's why you were voted in!";https://twitter.com/texastealeaf/status/797838020196073473
c3f37afa9efcf94b;texastealeaf;2016-11-13 17:22;"@realDonaldTrump @nytimes stay strong, it's desperate attempts by flawed system.";https://twitter.com/texastealeaf/status/797837150079348738
c3f37afa9efcf94b;starlettels;2016-11-13 17:03;"@realDonaldTrump Just some things I respectfully urge you 2 think about before you start your 1st day in the Oval Office. Positive legacy.";https://twitter.com/starlettels/status/797832184979750917
c3f37afa9efcf94b;starlettels;2016-11-13 17:01;"@realDonaldTrump America founded on freedom of religion & land for ALL ppl, so doesn't discrimination go directly against our forefathers?";https://twitter.com/starlettels/status/797831800450064384
c3f37afa9efcf94b;starlettels;2016-11-13 16:59;"@realDonaldTrump same-sex marriage has no negative impact. Religion doesn't agree? Then by that teaching, shouldn't God be judge?";https://twitter.com/starlettels/status/797831379761451008
c3f37afa9efcf94b;jdraina;2016-11-13 16:58;"@RockDAvignon @realDonaldTrump @nytimes";https://twitter.com/jdraina/status/797831116388519937
c3f37afa9efcf94b;starlettels;2016-11-13 16:54;"@realDonaldTrump businesses providing consumer goods have no reason to discriminate. Everyone and ANYONE is a CONSUMER!";https://twitter.com/starlettels/status/797829953500876801
c3f37afa9efcf94b;starlettels;2016-11-13 16:52;"@realDonaldTrump give ALL Americans assurance that their rights will be protected and that they are safe here. DO NOT CONDONE the division!";https://twitter.com/starlettels/status/797829588722257924
c3f37afa9efcf94b;starlettels;2016-11-13 16:50;"@realDonaldTrump if you truly want 2 unite & lead ALL Americans, plz speak against the violence & hate crimes taking place across the nation";https://twitter.com/starlettels/status/797829096738787330
c3f37afa9efcf94b;jdraina;2016-11-13 16:50;"@realDonaldTrump @nytimes sink the NYT. They'll just look for opportunity to backstab. Can't take the stripes off a zebra.";https://twitter.com/jdraina/status/797828931416190976
c3f37afa9efcf94b;chichester;2016-11-13 16:39;"@kairyssdal @AprilDRyan @realDonaldTrump @JebBush he's too low energy";https://twitter.com/chichester/status/797826120787881985
c3f37afa9efcf94b;chichester;2016-11-13 16:33;"@realDonaldTrump whoever read that article to you added a few lines because there was no apology";https://twitter.com/chichester/status/797824799619825665
c3f37afa9efcf94b;MrJoshBecker;2016-11-13 16:32;"You're the president-elect now. Please act the part @realDonaldTrump https:// twitter.com/realdonaldtrum p/status/797805407179866112 …";https://twitter.com/MrJoshBecker/status/797824489182658560
c3f37afa9efcf94b;chichester;2016-11-13 16:28;"@digiphile @kairyssdal @deanbaquet @nytimes @Deadline @realDonaldTrump whoever read the article to him added a few lines";https://twitter.com/chichester/status/797823526476595200
c3f37afa9efcf94b;texastealeaf;2016-11-13 15:44;"@realDonaldTrump have faith future leader. It's all hatred talking right now. Most of us despise it. Remember that.";https://twitter.com/texastealeaf/status/797812300321345536
c3f37afa9efcf94b;LimitedPaper;2016-11-13 15:32;"While it's still legal to do so, I would like to tell @realDonaldTrump to quit being such a sore-winning-ass crybaby pair of clownshoes.";https://twitter.com/LimitedPaper/status/797809326199074816
c3f37afa9efcf94b;mjmblackburn;2016-11-13 15:23;"@realDonaldTrump @nytimes why do you make up stuff & then tweet about it. Just because @nytimes does not agree with you. You are a child.";https://twitter.com/mjmblackburn/status/797807131466600449
c3f37afa9efcf94b;frederickwalser;2016-11-13 07:18;"@realDonaldTrump pic.twitter.com/BMGQ03FUfn";https://twitter.com/frederickwalser/status/797685147118272512
c3f37afa9efcf94b;frederickwalser;2016-11-13 07:07;"@realDonaldTrump I thought you ran to run the government! pic.twitter.com/tggMzQmjze";https://twitter.com/frederickwalser/status/797682177664315392
c3f37afa9efcf94b;frederickwalser;2016-11-13 07:05;"@realDonaldTrump pic.twitter.com/bbiWaTsB69";https://twitter.com/frederickwalser/status/797681816010428416
c3f37afa9efcf94b;deiben13;2016-11-13 05:42;"Hey @realDonaldTrump - #concede Hillary Clinton's popular vote victory keeps growing http://www. huffingtonpost.com/entry/hillary- clinton-popular-vote-victory_us_5827a2c5e4b02d21bbc91bbc?ncid=engmodushpmg00000004 … #via @HuffPostPol";https://twitter.com/deiben13/status/797660841453744128
c3f37afa9efcf94b;Quezzz1;2016-11-13 05:20;"@realDonaldTrump duh?!";https://twitter.com/Quezzz1/status/797655421326688257
c3f37afa9efcf94b;rowlandville;2016-11-13 01:03;"@darthaquarious @keithchilders @donnabrazile @GOP @realDonaldTrump I wasn't going to vote for either, then wrote Bernie in at the last min.";https://twitter.com/rowlandville/status/797590722467790849
c3f37afa9efcf94b;rowlandville;2016-11-13 00:46;"@darthaquarious @keithchilders @donnabrazile @GOP @realDonaldTrump That was HRC, too.";https://twitter.com/rowlandville/status/797586465832177665
c3f37afa9efcf94b;rowlandville;2016-11-13 00:46;"@keithchilders @darthaquarious @donnabrazile @GOP @realDonaldTrump Pence will be acting prez. Until @GOP forces @realDonaldTrump out.";https://twitter.com/rowlandville/status/797586285552685056
c3f37afa9efcf94b;rowlandville;2016-11-13 00:45;"@keithchilders @darthaquarious @donnabrazile @GOP @realDonaldTrump I'm convinced Trump never wanted to be prez. Didn't think he would be.";https://twitter.com/rowlandville/status/797586187833790464
c3f37afa9efcf94b;rowlandville;2016-11-13 00:26;"@darthaquarious @keithchilders @donnabrazile I think @GOP setting @realDonaldTrump up. Got Pence in there. Hel be prez in 2yrs.";https://twitter.com/rowlandville/status/797581451696963586
c3f37afa9efcf94b;chrisdavis2000;2016-11-12 18:10;". @realDonaldTrump is prez. Perhaps @HillaryClinton should star in a reality show. What shall it be called? #HillaryRealityShow";https://twitter.com/chrisdavis2000/status/797486653094952960
c3f37afa9efcf94b;MrJoshBecker;2016-11-12 17:15;"@SpeakerRyan @realDonaldTrump @mike_pence 1st thing in Trump's plan is Congressional term limits. How do you feel about that?";https://twitter.com/MrJoshBecker/status/797473021154000896
c3f37afa9efcf94b;parks;2016-11-12 16:31;". @realdonaldtrump Prediction: November 2020, YOU’RE FIRED! (Or you’ll tuck your tail between your legs and quit.)";https://twitter.com/parks/status/797461808252669952
c3f37afa9efcf94b;jimmyctwilson;2016-11-12 16:17;"@realDonaldTrump is going to have a presidential library named after him someday";https://twitter.com/jimmyctwilson/status/797458338158170112
c3f37afa9efcf94b;Cary_Cheshire;2016-11-12 16:17;"@josh_hammer @realDonaldTrump I'm fine with as big of an infrastructure plan as he wants as long as its paid for w/ spending cuts elsewhere";https://twitter.com/Cary_Cheshire/status/797458267622567936
c3f37afa9efcf94b;mjmblackburn;2016-11-12 14:37;"@realDonaldTrump good to see that someone has taken control of your tweets.";https://twitter.com/mjmblackburn/status/797433043317297152
c3f37afa9efcf94b;sl1sl;2016-11-12 08:23;"@OMAROSA @MayorRGiuliani @ChrisChristie @newtgingrich @SarahPalinUSA @realDonaldTrump AND TRUMP KIDS??? #seriouslyAmerica #fuck";https://twitter.com/sl1sl/status/797339111317180416
c3f37afa9efcf94b;sl1sl;2016-11-12 08:21;"@OMAROSA @MayorRGiuliani @ChrisChristie @newtgingrich @SarahPalinUSA @realDonaldTrump THIS is what a president for ALL means? #Bullshit #fo";https://twitter.com/sl1sl/status/797338526165647360
c3f37afa9efcf94b;frederickwalser;2016-11-12 08:21;"@FoxNews @seanhannity @realDonaldTrump @POTUS pic.twitter.com/kwqU5dJ0H5";https://twitter.com/frederickwalser/status/797338523867250688
c3f37afa9efcf94b;DebraDianeParr;2016-11-12 08:16;"#Collectibles @realDonaldTrump This is too funny and too sad at the same time. @HillaryClinton https:// twitter.com/immigrant4trum p/status/797316824564191232 …";https://twitter.com/DebraDianeParr/status/797337207501705216
c3f37afa9efcf94b;janderpants;2016-11-12 07:35;"That didn't take long... @realDonaldTrump Campaigned Against #Lobbyists , but Now They’re on His Transition Team http:// nyti.ms/2eHCu6o";https://twitter.com/janderpants/status/797326884665225216
c3f37afa9efcf94b;frederickwalser;2016-11-12 07:27;"@realDonaldTrump pic.twitter.com/kBEYoJzWAf";https://twitter.com/frederickwalser/status/797324852852092928
c3f37afa9efcf94b;frederickwalser;2016-11-12 07:26;"@DanWilbur @realDonaldTrump Trump can't release his birth certificate: He was born a girl.";https://twitter.com/frederickwalser/status/797324697310531584
c3f37afa9efcf94b;frederickwalser;2016-11-12 07:25;"@realDonaldTrump pic.twitter.com/M42X2EAtaS";https://twitter.com/frederickwalser/status/797324334683553792
c3f37afa9efcf94b;rishsingh9;2016-11-12 07:22;"@realDonaldTrump did you live under power lines as a kid? https:// twitter.com/i/moments/7967 11033188581376 …";https://twitter.com/rishsingh9/status/797323545999265794
c3f37afa9efcf94b;MontserratVPEDA;2016-11-12 07:02;"@AristeguiOnline @realDonaldTrump Total desgracia por nuestro país. Nadie de ellos tiene experiencia. Solo odio y racismo.Dios protégenos.";https://twitter.com/MontserratVPEDA/status/797318675590217728
c3f37afa9efcf94b;rmathis995;2016-11-12 06:21;""Loser pays for the wall" @realDonaldTrump https:// twitter.com/sportscenter/s tatus/797277511424102400 …";https://twitter.com/rmathis995/status/797308290816442368
c3f37afa9efcf94b;BigDaddyCsp;2016-11-12 06:18;"Like some of the state's like Texas & NewYork did they vote it for @realDonaldTrump maybe #FBI should do some investigating this situation?";https://twitter.com/BigDaddyCsp/status/797307603013533697
c3f37afa9efcf94b;hawkdtweets;2016-11-12 04:44;"@LtewdiazBest @stlredbirds85 @realDonaldTrump he loves the poorly educated. Your living proof.";https://twitter.com/hawkdtweets/status/797283855350829056
c3f37afa9efcf94b;hawkdtweets;2016-11-12 04:41;"@realDonaldTrump go screw yourself. This vet does not support you. #notmypresident";https://twitter.com/hawkdtweets/status/797283251945672705
c3f37afa9efcf94b;Ahaley;2016-11-12 04:05;"This just in: @realDonaldTrump plans to nominate Chris Christie as Secretary of Doritos.";https://twitter.com/Ahaley/status/797274010908291072
c3f37afa9efcf94b;PacoLozano3;2016-11-12 02:33;"After a couple of days is being sad, now I'm fucking pissed! @realDonaldTrump is not my President. #NotMyPresident";https://twitter.com/PacoLozano3/status/797250994950340609
c3f37afa9efcf94b;PacoLozano3;2016-11-12 01:40;"Done with @MSNBC @CNN . Local news and @NBCNews for the future! Fuck all the bullshit news sources that got asshole @realDonaldTrump elected!";https://twitter.com/PacoLozano3/status/797237649178300416
c3f37afa9efcf94b;Rambobiggs;2016-11-11 23:28;"@realDonaldTrump @GenFlynn @DonaldJTrumpJr https:// twitter.com/Rambobiggs/sta tus/797202682595385344 …";https://twitter.com/Rambobiggs/status/797204293086576640
c3f37afa9efcf94b;dmatx;2016-11-11 23:23;"When @realDonaldTrump thought Mitt Romney was getting robbed by the electoral college. pic.twitter.com/vBskJWHXDV";https://twitter.com/dmatx/status/797203178139877377
c3f37afa9efcf94b;shananericson;2016-11-11 23:21;"@realDonaldTrump President E Trump Plz consider me hiring me to help bring US back 2gether again! I'm loyal Exper digital markg technologst";https://twitter.com/shananericson/status/797202733564653569
c3f37afa9efcf94b;hyridge;2016-11-11 22:42;"@ACLU @realDonaldTrump Dear ACLU, Give it your best shot. U have no idea what the Trumpster can do.He eats idealogs for brkfst.";https://twitter.com/hyridge/status/797192894100733952
c3f37afa9efcf94b;RyanScottWrites;2016-11-11 22:05;"You lost the popular vote and are a misogynistic, unqualified bigot. Please tell us more about fair, @realDonaldTrump https:// twitter.com/realDonaldTrum p/status/796900183955095552 …";https://twitter.com/RyanScottWrites/status/797183493193289729
c3f37afa9efcf94b;jw8c;2016-11-11 22:01;"“I told him I will look at his suggestions, and out of respect, I will do that” - @realDonaldTrump on his convo w/ Obama regarding Obamacare";https://twitter.com/jw8c/status/797182386450657280
c3f37afa9efcf94b;ella_oceann;2016-11-11 21:57;"@realDonaldTrump removed the Muslim ban from his plan as well now. And he want to protect LGBTQ rights. I really hope it's all true.";https://twitter.com/ella_oceann/status/797181396238340097
c3f37afa9efcf94b;runnertyler;2016-11-11 21:11;"It's time for Pres-elect @realDonaldTrump to finally denounce and distance himself from hate organizations and acts. Be a leader.";https://twitter.com/runnertyler/status/797170022774951936
c3f37afa9efcf94b;Avocadess;2016-11-11 20:56;"@realDonaldTrump GREAT VIDEO TO PRAY TO BIND THE SPIRIT OF DIVISION (starting at about 4 min into video is best): https://www. youtube.com/watch?v=xbgfMj h6VT0&feature=share …";https://twitter.com/Avocadess/status/797166005223038976
c3f37afa9efcf94b;austinrick;2016-11-11 20:39;"@realDonaldTrump I hope u surprise us with a good 4 yrs. we're just as surprised as you for being elected Chewed off more than expected.";https://twitter.com/austinrick/status/797161872080388096
c3f37afa9efcf94b;Rambobiggs;2016-11-11 19:54;"I salute you @realDonaldTrump on this #VeteransDay pic.twitter.com/INE2F7uwzh";https://twitter.com/Rambobiggs/status/797150425464111106
c3f37afa9efcf94b;PatriciaPotyka;2016-11-11 19:26;"@YoungDems4Trump @realDonaldTrump Wowies We love our President Elect Be sure to pin this tweet & take a pic.";https://twitter.com/PatriciaPotyka/status/797143524491739136
c3f37afa9efcf94b;jdraina;2016-11-11 17:58;"@119Jeremiah @realDonaldTrump @Lrihendry @LindaSuhler @SheriffClarke @AllenWest yes, Allen West should be part of the Trump team";https://twitter.com/jdraina/status/797121235998167040
c3f37afa9efcf94b;jdraina;2016-11-11 17:46;"@realDonaldTrump Please have a list of Obama exec orders to cancel on Day 1 !!";https://twitter.com/jdraina/status/797118379974938624
c3f37afa9efcf94b;OloAl;2016-11-11 17:05;"The absolute worst consequence of this election? @realDonaldTrump controlling the @POTUS handle. https:// twitter.com/OloAl/status/7 93233559020380160 …";https://twitter.com/OloAl/status/797107932357885953
c3f37afa9efcf94b;PetsVoteToo;2016-11-11 16:41;"@realDonaldTrump Unlike you, Little Donnie Draft Dodger.";https://twitter.com/PetsVoteToo/status/797101945408417794
c3f37afa9efcf94b;PatriciaPotyka;2016-11-11 16:17;"@realDonaldTrump I loooove your TrumpTweets wishing you a super duper day from Austin Texas";https://twitter.com/PatriciaPotyka/status/797096034530836480
c3f37afa9efcf94b;4HappyPappy;2016-11-11 16:16;"Have you ever seen a republican do this b4? @realDonaldTrump @FoxNews @CBSNews @nytimes @nypost @latimes @WSJ @CNBC @wikileaks @WhiteHouse pic.twitter.com/oqehueQcI8";https://twitter.com/4HappyPappy/status/797095707723317248
c3f37afa9efcf94b;i_hate_toast;2016-11-11 15:51;"@SarahKSilverman @bourgeoisalien @realDonaldTrump Bored teens tweet. You have a job to do, you pockfaced doughy cocksplat.";https://twitter.com/i_hate_toast/status/797089436387393536
c3f37afa9efcf94b;garyleff;2016-11-11 15:23;"If @realDonaldTrump appointed Jamie Dimon Treasury Secretary we could charge savings bonds to credit cards again, earn miles for US debt";https://twitter.com/garyleff/status/797082242845700097
c3f37afa9efcf94b;liu_ceo;2016-11-11 15:01;"@realDonaldTrump My Donald Trump emoji !";https://twitter.com/liu_ceo/status/797076848672907266
c3f37afa9efcf94b;Ahaley;2016-11-11 14:28;"I've heard that @realDonaldTrump will have @NASA working on new hairpiece technology as a priority on Day 1.";https://twitter.com/Ahaley/status/797068382906568705
c3f37afa9efcf94b;ThickinATX;2016-11-11 13:06;"@realDonaldTrump I think you have Twitter confused with Snapchat. pic.twitter.com/p3xP5JbHig";https://twitter.com/ThickinATX/status/797047771161362432
c3f37afa9efcf94b;drschaos;2016-11-11 13:05;"@60Minutes @LindsayLiepman @realDonaldTrump @CBSNews Aren't you glad you oiled his skids with that Frank Luntz segment last week?";https://twitter.com/drschaos/status/797047676575555584
c3f37afa9efcf94b;DannyJock;2016-11-11 11:25;"@JoeyBoots @realDonaldTrump @KTLA holy shit, they still exist?";https://twitter.com/DannyJock/status/797022554494029824
c3f37afa9efcf94b;Venti_Poet;2016-11-11 09:08;"How Presidential whining about Protesters! I never heard @POTUS Whine when you thought he was from Kenya! @realDonaldTrump";https://twitter.com/Venti_Poet/status/796988016485081088
c3f37afa9efcf94b;DebraDianeParr;2016-11-11 08:28;"@POTUS @BarackObama @realDonaldTrump Threats of assassination against POTUS, President Elects & Ex-Presidents are felonies @monisha_rajesh https:// twitter.com/s_cooper0404/s tatus/796877234481037312 …";https://twitter.com/DebraDianeParr/status/796977841158160384
